,date_ordinal,open,close,volume,low,high
178,735495,166.0012,165.5404,8854514,164.8493,166.3937
179,735498,165.3015,164.781,3317962,164.3714,165.6599
180,735499,164.4738,163.5096,3301797,163.4243,164.7469
181,735500,162.9805,164.0984,3082594,162.0248,164.2178
182,735501,163.8765,161.2825,4158816,161.2483,164.2605
183,735502,161.2142,162.1784,2494024,160.9412,162.4088
184,735505,160.8558,161.8201,2344723,160.523,162.0931
185,735506,162.0504,159.7124,3705432,159.3881,162.4686
186,735507,162.0504,159.7124,3723192,159.3881,162.4686
187,735508,160.1305,159.4905,2283619,158.9188,160.2329
188,735509,160.5145,160.9923,3071521,160.0452,161.5897
189,735512,161.8627,161.3081,2100191,161.0265,162.8867
190,735513,160.2244,158.4666,2994065,158.3215,160.523
191,735514,158.6884,161.5811,2985329,158.3812,161.7859
192,735515,161.3763,159.0724,2625609,158.7908,161.7006
193,735516,158.5946,158.6543,5090345,157.9461,160.1988
194,735519,158.2789,156.5978,3599924,156.5125,159.2687
195,735520,157.7669,156.8368,3924974,156.6576,158.4751
196,735521,155.6933,155.0875,6897656,152.5266,156.8282
197,735522,153.4236,153.4577,5578683,152.4764,154.8571
198,735523,154.6523,155.3435,4354442,153.782,156.0176
199,735526,142.369,144.2932,23416511,142.2368,145.3437
200,735527,141.98930000000001,139.2844,20953605,137.9617,142.2283
201,735528,138.5847,138.0556,11091424,137.4668,141.1446
202,735529,138.3372,138.3884,7600270,137.8423,138.943
203,735530,138.3031,138.3031,6652379,137.7655,138.6103
204,735533,138.2348,138.1239,4989437,138.0727,139.0113
205,735534,138.2348,139.6001,7896863,138.0641,139.6001
206,735535,140.223,139.4806,4741689,138.8833,140.4662
207,735536,139.5148,140.2401,3895979,139.1052,140.4705
208,735537,141.2043,140.2827,5818375,139.6142,141.2982
209,735540,140.1547,140.2486,4690274,139.4081,140.4022
210,735541,140.2315,138.7894,4247079,138.4396,140.2486
211,735542,139.199,138.0812,4104747,137.8594,139.5489
212,735543,138.5624,138.717,4067641,137.5056,138.7772
213,735544,138.6827,139.2411,3494803,138.1929,139.3587
214,735547,139.095,140.4611,4958236,138.8459,141.303
215,735548,140.6415,140.2978,3535694,139.6964,140.8133
216,735549,139.4215,139.1122,3378229,138.9748,140.0401
217,735550,139.181,139.8597,3239726,139.0091,139.8683
218,735551,139.2669,141.0367,4978415,138.9146,141.3202
219,735554,141.0367,141.0367,4798933,140.6587,141.7326
220,735555,141.5264,139.0864,5412495,139.0864,141.5436
221,735556,139.2239,138.6912,3802631,138.2874,139.2669
222,735557,138.2789,138.0125,4183102,137.2908,138.7514
223,735558,139.0349,138.2531,4076875,138.107,139.138
224,735561,138.7857,139.3098,6619032,138.3734,140.779
225,735562,139.7394,138.9748,4062378,138.8029,140.4697
226,735563,139.1208,139.138,3967223,138.3304,139.2669
227,735565,139.8253,139.327,2405512,138.6998,140.358
228,735568,138.8717,138.7857,4168384,138.6225,140.3107
229,735569,139.5848,139.7566,3465747,138.8717,139.8081
230,735570,139.5848,141.346,6434994,139.181,141.346
231,735571,140.9078,140.9422,3862916,140.0487,141.3288
232,735572,140.5642,140.2721,3013500,139.9628,141.3288
233,735575,140.2893,139.0607,2851383,138.7857,140.2893
234,735576,138.1844,140.0315,3865905,138.15,140.0573
235,735577,140.0487,137.9008,4082384,137.4884,140.3236
236,735578,138.1672,138.382,3989571,137.9094,139.98
237,735579,137.6775,133.4934,8611748,133.4505,137.8922
238,735582,133.966,131.5002,6500311,131.3112,134.661
239,735583,130.6153,130.0826,6782593,129.3008,133.0725
240,735584,130.1772,130.5294,5139465,129.8249,131.7133
241,735585,131.947,135.4695,7302356,131.7064,135.4695
242,735586,135.3062,136.1826,8864850,135.3062,137.8149
243,735589,136.0279,138.6998,4682509,136.0279,139.1036
244,735590,139.3786,139.3872,4044220,138.8459,139.9542
245,735591,139.937,139.0263,1869977,138.8459,140.0315
246,735593,139.4129,139.4731,1912310,139.1895,140.1174
